Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Tomás Quiroz Gómez,M,SBD,Wraps,22.0,20-23,19-23,Open,66.3,67.5,212.5,227.5,232.5,,232.5,102.5,110.0,-115.0,,110.0,212.5,225.0,233.0,,233.0,575.5,1,449.41,450.2,437.37,89.5,Yes,Chile,,IPL,IPL,2024-11-14,USA,NV,Las Vegas,Tested World Championship,Yes
Tomas Morales,M,SBD,Wraps,24.0,24-34,24-39,Open,73.8,75,210.0,222.5,235.0,,235.0,137.5,-142.5,-142.5,,137.5,277.5,290.0,-300.0,,290.0,662.5,1,480.26,477.46,461.66,97.4,Yes,Chile,,IPL,IPL,2024-11-14,USA,NV,Las Vegas,Tested World Championship,Yes
Natalia Riveaud Rojas,F,SBD,Wraps,43.0,40-44,40-49,Masters 40-44,64.95,67.5,115.0,120.0,125.0,,125.0,50.0,55.0,57.5,,57.5,145.0,152.5,-160.0,,152.5,335.0,1,353.75,351.65,310.39,71.9,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,49.0,45-49,40-49,Masters 45-49,82.5,82.5,,,,,,,,,,,,,,,,,DQ,,,,,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Marina Castillo Pardo,F,SBD,Wraps,29.0,24-34,24-39,Open,58.75,60,-100.0,200.0,210.0,,210.0,90.0,95.0,-100.0,,95.0,190.0,200.0,-210.0,,200.0,505.0,1,567.36,572.31,505.81,115.86,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,49.0,45-49,40-49,Open,82.5,82.5,,,,,,,,,,,,,,,,,DQ,,,,,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Valentina Páez Morales,F,SBD,Raw,32.0,24-34,24-39,Open,51.75,52,117.5,122.5,128.0,,128.0,47.5,-52.5,52.5,,52.5,135.0,145.0,150.0,,150.0,330.5,1,404.2,413.55,366.64,83.8,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Axel Candia,M,SBD,Wraps,22.0,20-23,19-23,Juniors 20-23,74.5,75,207.5,215.0,220.0,,220.0,-152.5,152.5,-160.0,,152.5,205.0,220.0,-225.0,,220.0,592.5,2,426.9,424.17,409.97,86.68,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Mauricio Rodríguez Cid,M,SBD,Wraps,35.0,35-39,24-39,Open,89.55,90,-150.0,180.0,220.0,,220.0,132.5,140.0,145.0,,145.0,-250.0,250.0,280.0,,280.0,645.0,1,418.12,412.82,395.73,85.96,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Joaquin Galland,M,SBD,Raw,20.0,20-23,19-23,Juniors 20-23,89.45,90,217.5,227.5,235.0,,235.0,112.5,117.5,122.5,,122.5,255.0,267.5,-280.5,,267.5,625.0,3,405.38,400.25,383.7,83.34,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Alejandro Acuña González,M,SBD,Raw,38.0,35-39,24-39,Open,109.1,110,285.0,300.0,310.0,,310.0,172.5,182.5,192.5,,192.5,300.0,320.0,340.0,,340.0,842.5,1,500.54,497.07,474.97,102.2,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Franco Quijanes Hurtubia,M,B,Raw,32.0,24-34,24-39,Open,107.95,110,,,,,,165.0,-175.0,182.5,,182.5,,,,,,182.5,1,108.87,108.04,103.21,80.68,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Sebastián Jara Pérez,M,B,Raw,33.0,24-34,24-39,Open,105.15,110,,,,,,165.0,175.0,-182.5,,175.0,,,,,,175.0,2,105.48,104.52,99.81,78.31,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Omar Gutiérrez Olave,M,D,Raw,32.0,24-34,24-39,Open,74.65,75,,,,,,,,,,,230.0,240.0,-245.0,,240.0,240.0,1,172.7,171.57,165.81,,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Oscar Lizama,M,D,Raw,29.0,24-34,24-39,Open,74.8,75,,,,,,,,,,,200.0,210.0,220.0,,220.0,220.0,2,158.1,157.06,151.77,,,Chile,,IPL,IPL,2023-09-02,Chile,,Santiago,Iberoamericano Powerlifting,Yes
Karina Garcés Herrera,F,SBD,Wraps,28.0,24-34,24-39,Open,47.8,48,120.0,125.0,130.0,,130.0,62.5,-65.0,-65.0,,62.5,160.0,170.0,-180.5,,170.0,362.5,1,469.22,481.58,428.77,98.84,,Chile,,IPL,IPL,2021-10-30,Colombia,,Barranquilla,Saulpower,Yes
Xaviera Navarro,F,SBD,Wraps,34.0,24-34,24-39,Open,51.9,52,125.0,132.5,140.0,,140.0,65.0,70.0,-72.5,,70.0,140.0,150.0,-157.5,,150.0,360.0,1,439.39,449.46,398.43,91.05,,Chile,,IPL,IPL,2021-10-30,Colombia,,Barranquilla,Saulpower,Yes
Arlik Villanueva,M,SBD,Wraps,29.0,24-34,24-39,Open,73.8,75,225.0,237.5,242.5,,242.5,125.0,135.0,137.5,,137.5,225.0,240.0,250.0,,250.0,630.0,2,456.7,454.04,439.01,92.62,,Chile,,IPL,IPL,2021-10-30,Colombia,,Barranquilla,Saulpower,Yes
Patricio Poblete,M,SBD,Wraps,27.0,24-34,24-39,Open,82.3,82.5,230.0,242.5,250.0,,250.0,155.0,162.5,-170.0,,162.5,235.0,250.0,-260.0,,250.0,662.5,2,449.39,444.46,427.71,92.1,,Chile,,IPL,IPL,2021-10-30,Colombia,,Barranquilla,Saulpower,Yes
Franco Quijanes,M,SBD,Wraps,31.0,24-34,24-39,Open,96.4,100,240.0,265.0,282.5,,282.5,152.5,162.5,170.0,,170.0,235.0,260.0,275.0,,275.0,727.5,2,455.15,449.59,429.77,93.53,,Chile,,IPL,IPL,2021-10-30,Colombia,,Barranquilla,Saulpower,Yes
Xaviera Navarro,F,SBD,Raw,37.0,35-39,24-39,Open,59.3,60,-160.0,160.0,170.0,,170.0,90.0,97.5,100.0,,100.0,170.0,180.0,185.0,,185.0,455.0,1,508.15,511.92,452.38,103.7,,Chile,,IPL,IPL,2024-11-01,Greece,,Elefsina,World Championships,Yes
Francisco Valdivia,M,SBD,Raw,19.0,18-19,19-23,Juniors 15-19,98.7,100,190.0,202.5,207.5,,207.5,125.0,132.5,140.0,,140.0,220.0,235.0,242.5,,242.5,590.0,1,365.24,360.98,344.86,75.0,,Chile,,IPL,IPL,2024-11-01,Greece,,Elefsina,World Championships,Yes
Simon Peña,M,SBD,Raw,19.0,18-19,19-23,Juniors 15-19,109.2,110,205.0,235.0,-242.5,,235.0,135.0,145.0,155.0,,155.0,-225.0,225.0,252.5,,252.5,642.5,1,381.58,378.96,362.12,77.9,,Chile,,IPL,IPL,2024-11-01,Greece,,Elefsina,World Championships,Yes
Arlik Villanueva,M,SBD,Raw,32.0,24-34,24-39,Open,81.4,82.5,275.0,285.0,290.0,,290.0,167.5,175.0,180.0,,180.0,275.0,290.0,300.0,,300.0,770.0,1,525.61,520.04,500.68,107.64,,Chile,,IPL,IPL,2024-11-01,Greece,,Elefsina,World Championships,Yes
Valentina Ortega,F,SBD,Raw,27.0,24-34,24-39,Open,67.1,67.5,130.0,145.0,152.5,,152.5,72.5,77.5,-82.5,,77.5,160.0,170.0,180.0,,180.0,410.0,2,424.74,420.25,370.75,86.3,,Chile,,IPL,IPL,2024-10-11,USA,NV,Las Vegas,Olympia Pro Powerlifting,Yes
Valentina Ortega,F,B,Raw,27.0,24-34,24-39,Open,67.1,67.5,,,,,,72.5,77.5,-82.5,,77.5,,,,,,77.5,2,80.29,79.44,70.08,62.59,,Chile,,IPL,IPL,2024-10-11,USA,NV,Las Vegas,Olympia Pro Powerlifting,Yes
Nicolás Villalobos Wayland,M,SBD,Raw,28.0,24-34,24-39,Open,119.7,125,300.0,320.0,-327.5,,320.0,185.0,197.5,-200.0,,197.5,300.0,320.0,-340.0,,320.0,837.5,1,481.38,481.78,461.66,97.46,,Chile,,WRPF,WRPF,2024-04-06,USA,FL,Miami,The Ghost Clash 3,Yes
Nicolás Villalobos Wayland,M,D,Raw,28.0,24-34,24-39,Open,119.7,125,,,,,,,,,,,300.0,320.0,-340.0,,320.0,320.0,1,183.93,184.08,176.4,,,Chile,,WRPF,WRPF,2024-04-06,USA,FL,Miami,The Ghost Clash 3,Yes
Catalina Pineda,F,SBD,Wraps,24.0,24-34,24-39,Pro FW-O,51.15,52,160.0,-170.0,-170.0,,160.0,85.0,-90.0,,,85.0,190.0,200.0,-205.0,,200.0,445.0,2,548.69,561.84,498.35,113.98,,Chile,,WRPF,WRPF,2024-04-06,USA,FL,Miami,The Ghost Clash 3,Yes
Franco Quijanes,M,SBD,Multi-ply,27.0,24-34,24-39,Open,104.0,110,265.0,285.0,-300.0,,285.0,145.0,155.0,165.0,,165.0,245.0,-260.0,-260.0,,245.0,695.0,2,420.78,416.72,397.9,71.35,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
José Cortés,M,SBD,Multi-ply,25.0,24-34,24-39,Open,122.0,125,225.0,245.0,265.0,,265.0,140.0,152.5,-160.0,,152.5,235.0,255.0,-265.0,,255.0,672.5,1,384.12,385.19,369.08,64.59,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Karina Garcés Herrera,F,SBD,Wraps,24.0,24-34,24-39,Open,44.0,44,85.0,92.5,-100.0,,92.5,40.0,-42.5,42.5,,42.5,100.0,107.5,-115.0,,107.5,242.5,2,334.01,341.46,306.27,71.99,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Maria Paz Batalla,F,SBD,Wraps,33.0,24-34,24-39,Open,47.3,48,85.0,90.0,-100.0,,90.0,47.5,52.5,57.5,,57.5,95.0,-105.0,-107.5,,95.0,242.5,3,316.32,324.64,289.26,66.8,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Lorena Roa Torres,F,SBD,Wraps,33.0,24-34,24-39,Open,55.4,56,100.0,-110.0,-110.0,,100.0,50.0,55.0,-57.5,,55.0,125.0,130.0,-140.0,,130.0,285.0,3,332.72,338.18,299.2,68.33,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Yasnna Riffo,F,SBD,Wraps,44.0,40-44,40-49,Open,58.0,60,135.0,145.0,150.0,,150.0,70.0,75.0,80.0,,80.0,135.0,145.0,155.0,,155.0,385.0,3,436.13,440.71,389.58,89.15,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Yasnna Riffo,F,SBD,Wraps,44.0,40-44,40-49,Masters 40-44,58.0,60,135.0,145.0,150.0,,150.0,70.0,75.0,80.0,,80.0,135.0,145.0,155.0,,155.0,385.0,1,436.13,440.71,389.58,89.15,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Rosalía Llancaleo Saavedra,F,SBD,Wraps,49.0,45-49,40-49,Open,65.5,67.5,170.0,180.0,-190.0,,180.0,80.0,90.0,95.0,,95.0,140.0,,,,140.0,415.0,1,436.04,432.92,382.08,88.62,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Rosalía Llancaleo Saavedra,F,SBD,Wraps,49.0,45-49,40-49,Masters 45-49,65.5,67.5,170.0,180.0,-190.0,,180.0,80.0,90.0,95.0,,95.0,140.0,,,,140.0,415.0,1,436.04,432.92,382.08,88.62,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,43.0,40-44,40-49,Open,73.4,75,-180.0,200.0,220.0,,220.0,90.0,-100.0,100.0,,100.0,180.0,190.0,200.0,,200.0,520.0,1,512.33,501.17,441.19,104.27,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,43.0,40-44,40-49,Masters 40-44,73.4,75,-180.0,200.0,220.0,,220.0,90.0,-100.0,100.0,,100.0,180.0,190.0,200.0,,200.0,520.0,1,512.33,501.17,441.19,104.27,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Cristian Mateluna Nuñez,M,SBD,Wraps,30.0,24-34,24-39,Open,53.0,56,130.0,-135.0,-135.0,,130.0,80.0,90.0,-92.5,,90.0,160.0,-180.0,-180.0,,160.0,380.0,1,357.51,365.58,359.62,66.61,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Guillermo Arias Mercado,M,SBD,Wraps,24.0,24-34,24-39,Open,59.3,60,165.0,175.0,182.5,,182.5,120.0,127.5,-130.0,,127.5,170.0,-177.5,-177.5,,170.0,480.0,3,409.09,413.82,404.36,79.21,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Wilson Aguilera Medina,M,SBD,Wraps,17.0,16-17,14-18,Open,61.9,67.5,130.0,-140.0,140.0,,140.0,90.0,-97.5,97.5,,97.5,150.0,165.0,-175.0,,165.0,402.5,5,331.28,333.8,325.41,64.92,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Wilson Aguilera Medina,M,SBD,Wraps,17.0,16-17,14-18,Teen 16-17,61.9,67.5,130.0,-140.0,140.0,,140.0,90.0,-97.5,97.5,,97.5,150.0,165.0,-175.0,,165.0,402.5,1,331.28,333.8,325.41,64.92,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Álvaro Mardones Ballesteros,M,SBD,Wraps,19.0,18-19,19-23,Open,66.9,67.5,190.0,200.0,207.5,,207.5,107.5,112.5,117.5,,117.5,220.0,232.5,-240.5,,232.5,557.5,2,432.49,432.94,420.42,86.29,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Álvaro Mardones Ballesteros,M,SBD,Wraps,19.0,18-19,19-23,Teen 18-19,66.9,67.5,190.0,200.0,207.5,,207.5,107.5,112.5,117.5,,117.5,220.0,232.5,-240.5,,232.5,557.5,1,432.49,432.94,420.42,86.29,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Jacob Lagos,M,SBD,Wraps,24.0,24-34,24-39,Open,67.1,67.5,195.0,205.0,212.5,,212.5,102.5,107.5,-110.0,,107.5,210.0,220.0,-227.5,,220.0,540.0,3,418.0,418.34,406.19,83.45,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Patricio Poblete,M,SBD,Wraps,23.0,20-23,19-23,Open,74.0,75,180.0,192.5,200.0,,200.0,125.0,127.5,130.0,,130.0,200.0,207.5,-212.5,,207.5,537.5,6,388.96,386.63,373.79,78.91,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Patricio Poblete,M,SBD,Wraps,23.0,20-23,19-23,Juniors 20-23,74.0,75,180.0,192.5,200.0,,200.0,125.0,127.5,130.0,,130.0,200.0,207.5,-212.5,,207.5,537.5,3,388.96,386.63,373.79,78.91,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Bryan Sagredo,M,SBD,Wraps,24.0,24-34,24-39,Open,73.3,75,180.0,192.5,205.0,,205.0,112.5,120.0,-125.0,,120.0,185.0,-197.5,200.0,,200.0,525.0,7,382.28,380.21,367.74,77.46,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Diego Carrasco,M,SBD,Wraps,17.0,16-17,14-18,Open,79.4,82.5,170.0,190.0,205.0,,205.0,-95.0,97.5,102.5,,102.5,205.0,225.0,227.5,,227.5,535.0,9,370.56,366.99,353.73,75.75,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Diego Carrasco,M,SBD,Wraps,17.0,16-17,14-18,Teen 16-17,79.4,82.5,170.0,190.0,205.0,,205.0,-95.0,97.5,102.5,,102.5,205.0,225.0,227.5,,227.5,535.0,2,370.56,366.99,353.73,75.75,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Felipe Hernadez,M,SBD,Wraps,19.0,18-19,19-23,Open,76.3,82.5,160.0,175.0,185.0,,185.0,100.0,-105.0,105.0,,105.0,170.0,180.0,195.0,,195.0,485.0,10,344.19,341.53,329.76,70.08,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Felipe Hernadez,M,SBD,Wraps,19.0,18-19,19-23,Teen 18-19,76.3,82.5,160.0,175.0,185.0,,185.0,100.0,-105.0,105.0,,105.0,170.0,180.0,195.0,,195.0,485.0,1,344.19,341.53,329.76,70.08,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Mauricio Rodríguez Cid,M,SBD,Wraps,29.0,24-34,24-39,Open,79.9,82.5,210.0,220.0,-232.5,,220.0,112.5,120.0,-125.0,,120.0,230.0,-250.0,,,230.0,570.0,6,393.33,389.45,375.26,80.44,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Nicholas Ignacio Pezo Cruz,M,SBD,Wraps,26.0,24-34,24-39,Open,89.4,90,260.0,270.0,,,270.0,170.0,180.0,185.0,,185.0,250.0,,,,250.0,705.0,3,457.4,451.61,432.95,94.03,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Matías Iturra Vega,M,SBD,Wraps,26.0,24-34,24-39,Open,107.75,110,290.0,-300.0,-300.0,,290.0,170.0,180.0,190.0,,190.0,280.0,300.0,,,300.0,780.0,3,465.63,462.03,441.36,95.16,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Alejandro Acuña González,M,SBD,Wraps,32.0,24-34,24-39,Open,119.8,125,270.0,290.0,305.0,,305.0,150.0,165.0,-175.0,,165.0,280.0,-300.0,-300.0,,280.0,750.0,2,430.97,431.36,413.35,87.25,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Sergio Mardones Meza,M,SBD,Wraps,28.0,24-34,24-39,Open,138.4,140,350.0,380.0,-405.0,,380.0,205.0,222.5,230.0,,230.0,292.5,320.0,-350.0,,320.0,930.0,1,511.31,520.59,495.24,101.84,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Edgardo Leal Contreras,M,SBD,Wraps,44.0,40-44,40-49,Open,160.0,140+,320.0,340.0,,,340.0,-200.0,-200.0,200.0,,200.0,-260.0,260.0,-280.0,,260.0,800.0,3,422.92,438.57,411.59,82.91,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Edgardo Leal Contreras,M,SBD,Wraps,44.0,40-44,40-49,Masters 40-44,160.0,140+,320.0,340.0,,,340.0,-200.0,-200.0,200.0,,200.0,-260.0,260.0,-280.0,,260.0,800.0,1,422.92,438.57,411.59,82.91,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Maryorie Flores,F,BD,Raw,21.0,20-23,19-23,Open,55.4,56,,,,,,60.0,62.5,-65.0,,62.5,135.0,140.0,-142.5,,140.0,202.5,1,236.41,240.28,212.59,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Maryorie Flores,F,BD,Raw,21.0,20-23,19-23,Juniors 20-23,55.4,56,,,,,,60.0,62.5,-65.0,,62.5,135.0,140.0,-142.5,,140.0,202.5,1,236.41,240.28,212.59,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Erika Cruces Crisóstomo,F,BD,Raw,43.0,40-44,40-49,Open,72.6,75,,,,,,90.0,100.0,105.0,,105.0,180.0,-200.0,-200.0,,180.0,285.0,1,282.46,276.65,243.63,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Erika Cruces Crisóstomo,F,BD,Raw,43.0,40-44,40-49,Masters 40-44,72.6,75,,,,,,90.0,100.0,105.0,,105.0,180.0,-200.0,-200.0,,180.0,285.0,1,282.46,276.65,243.63,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Jean Rodrigez Cid,M,BD,Raw,25.0,24-34,24-39,Open,59.6,60,,,,,,95.0,100.0,-102.5,,100.0,160.0,170.0,-177.5,,170.0,270.0,1,229.15,231.69,226.33,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Patricio Poblete,M,BD,Raw,23.0,20-23,19-23,Open,74.8,75,,,,,,122.5,130.0,137.5,,137.5,190.0,202.5,-212.5,,202.5,340.0,2,244.34,242.72,234.55,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Patricio Poblete,M,BD,Raw,23.0,20-23,19-23,Juniors 20-23,74.8,75,,,,,,122.5,130.0,137.5,,137.5,190.0,202.5,-212.5,,202.5,340.0,1,244.34,242.72,234.55,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
José Rivas #1,M,BD,Raw,29.0,24-34,24-39,Open,74.3,75,,,,,,125.0,130.0,-140.0,,130.0,200.0,205.0,210.0,,210.0,340.0,1,245.4,243.87,235.73,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Diego Alvarado,M,BD,Raw,25.0,24-34,24-39,Open,81.8,82.5,,,,,,117.5,127.5,132.5,,132.5,-225.0,225.0,-237.5,,225.0,357.5,2,243.35,240.73,231.72,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Elias Urrutia,M,BD,Raw,18.0,18-19,14-18,Open,84.5,90,,,,,,110.0,-115.0,-115.0,,110.0,-205.0,-210.0,210.0,,210.0,320.0,3,213.89,211.38,203.17,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Elias Urrutia,M,BD,Raw,18.0,18-19,14-18,Teen 18-19,84.5,90,,,,,,110.0,-115.0,-115.0,,110.0,-205.0,-210.0,210.0,,210.0,320.0,1,213.89,211.38,203.17,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Matías Iturra Vega,M,BD,Raw,26.0,24-34,24-39,Open,109.4,110,,,,,,180.0,192.5,,,192.5,280.0,-300.0,,,280.0,472.5,1,280.43,278.53,266.17,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Aldo Cornejo,M,BD,Raw,46.0,45-49,40-49,Open,140.6,140+,,,,,,160.0,170.0,-180.0,,170.0,291.0,305.0,-310.0,,305.0,475.0,1,260.0,265.26,252.06,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Aldo Cornejo,M,BD,Raw,46.0,45-49,40-49,Masters 45-49,140.6,140+,,,,,,160.0,170.0,-180.0,,170.0,291.0,305.0,-310.0,,305.0,475.0,1,260.0,265.26,252.06,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Enzo Castro,M,B,Multi-ply,33.0,24-34,24-39,Open,108.0,110,,,,,,-200.0,-205.0,205.0,,205.0,,,,,,205.0,1,122.27,121.34,115.92,62.85,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Maria Paz Batalla,F,B,Raw,33.0,24-34,24-39,Open,47.9,48,,,,,,52.5,-57.5,-60.0,,52.5,,,,,,52.5,1,67.85,69.64,61.99,54.49,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Rosalía Llancaleo Saavedra,F,B,Raw,49.0,45-49,40-49,Open,66.5,67.5,,,,,,80.0,90.0,97.5,,97.5,,,,,,97.5,1,101.53,100.59,88.76,79.09,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Rosalía Llancaleo Saavedra,F,B,Raw,49.0,45-49,40-49,Masters 45-49,66.5,67.5,,,,,,80.0,90.0,97.5,,97.5,,,,,,97.5,1,101.53,100.59,88.76,79.09,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Esteban Peña,M,B,Raw,28.0,24-34,24-39,Open,80.25,82.5,,,,,,140.0,-150.0,150.0,,150.0,,,,,,150.0,3,103.24,102.2,98.46,76.66,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Nicholas Ignacio Pezo Cruz,M,B,Raw,26.0,24-34,24-39,Open,88.1,90,,,,,,180.0,-187.0,,,180.0,,,,,,180.0,2,117.66,116.19,111.46,87.72,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Matías Iturra Vega,M,B,Raw,26.0,24-34,24-39,Open,109.4,110,,,,,,170.0,180.0,192.5,,192.5,,,,,,192.5,2,114.25,113.48,108.44,84.59,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Edgardo Leal Contreras,M,B,Raw,44.0,40-44,40-49,Open,160.0,140+,,,,,,200.0,-210.0,,,200.0,,,,,,200.0,1,105.73,109.64,102.9,75.5,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Edgardo Leal Contreras,M,B,Raw,44.0,40-44,40-49,Masters 40-44,160.0,140+,,,,,,200.0,-210.0,,,200.0,,,,,,200.0,1,105.73,109.64,102.9,75.5,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Lissa Gauthier,F,D,Raw,24.0,24-34,24-39,Open,56.0,56,,,,,,,,,,,130.0,-145.0,-145.0,,130.0,130.0,1,150.69,152.96,135.3,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Yasnna Riffo,F,D,Raw,44.0,40-44,40-49,Open,59.9,60,,,,,,,,,,,140.0,151.0,160.0,,160.0,160.0,1,177.55,178.61,157.82,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Yasnna Riffo,F,D,Raw,44.0,40-44,40-49,Masters 40-44,59.9,60,,,,,,,,,,,140.0,151.0,160.0,,160.0,160.0,1,177.55,178.61,157.82,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Cristobal Serrano,M,D,Raw,26.0,24-34,24-39,Open,107.9,110,,,,,,,,,,,230.0,260.0,280.0,,280.0,280.0,2,167.06,165.78,158.37,,,Chile,,GPA,GPA,2017-11-22,Argentina,,Villa María,World Championships,Yes
Nicholas Ignacio Pezo Cruz,M,B,Raw,21.0,20-23,19-23,Juniors 20-23,80.8,82.5,,,,,,140.0,,,,140.0,,,,,,140.0,1,95.98,94.98,91.48,71.3,,Chile,,GPA,GPA,2013-10-04,Brazil,,Veranopolis,Campeonato Sudamericano,Yes
